pick,round,player_name,team_name,cost,player_key,team_key
225,15,Noah Fant,Hand Me the Piss,1,449.p.31852,449.l.808129.t.4
226,15,Evan McPherson,WHERESTUA,1,449.p.33537,449.l.808129.t.8
227,15,Chig Okonkwo,Gorlock the destroyer Schwartz,1,449.p.34099,449.l.808129.t.2
228,15,Troy Franklin,Senior AI Coke Twins,1,449.p.41009,449.l.808129.t.9
229,15,Broncos,Deserves to be Shot,1,449.p.100007,449.l.808129.t.5
230,15,Cameron Dicker,Cap Stoppers,1,449.p.34344,449.l.808129.t.1
231,15,Quentin Johnston,Gotham Rogues,1,449.p.40051,449.l.808129.t.3
232,15,Alexander Mattison,Marvin’s Receiver Room,1,449.p.31934,449.l.808129.t.16
233,15,Packers,Here Without You Tishman,1,449.p.100009,449.l.808129.t.6
234,15,A.J. Dillon,Life with Derrick,1,449.p.32732,449.l.808129.t.13
235,15,Darius Slayton,Stewed C,1,449.p.32003,449.l.808129.t.7
236,15,Darnell Mooney,Hand Me the Piss,1,449.p.32843,449.l.808129.t.4
237,15,Jermaine Burton,Gorlock the destroyer Schwartz,1,449.p.40974,449.l.808129.t.2
238,15,Andy Dalton,Deserves to be Shot,1,449.p.24822,449.l.808129.t.5
239,15,Ricky Pearsall,Cap Stoppers,1,449.p.40892,449.l.808129.t.1
240,15,Bengals,Gotham Rogues,1,449.p.100004,449.l.808129.t.3
241,16,Matt Gay,Marvin’s Receiver Room,1,449.p.31977,449.l.808129.t.16
242,16,Isaiah Likely,Here Without You Tishman,1,449.p.34095,449.l.808129.t.6
243,16,Kimani Vidal,Hand Me the Piss,1,449.p.41052,449.l.808129.t.4
244,16,Demarcus Robinson,Gorlock the destroyer Schwartz,1,449.p.29360,449.l.808129.t.2
245,16,Jason Myers,Deserves to be Shot,1,449.p.28378,449.l.808129.t.5
246,16,Keaton Mitchell,Cap Stoppers,1,449.p.40641,449.l.808129.t.1
247,16,Cairo Santos,Gotham Rogues,1,449.p.28227,449.l.808129.t.3
248,16,Blaine Gabbert,Marvin’s Receiver Room,1,449.p.24797,449.l.808129.t.16
249,16,Jalen McMillan,Here Without You Tishman,1,449.p.40954,449.l.808129.t.6
250,16,J.J. McCarthy,Hand Me the Piss,1,449.p.40905,449.l.808129.t.4
251,16,D'Onta Foreman,Gorlock the destroyer Schwartz,1,449.p.30202,449.l.808129.t.2
252,16,Wan'Dale Robinson,Here Without You Tishman,1,449.p.33998,449.l.808129.t.6
253,16,Colts,Gorlock the destroyer Schwartz,1,449.p.100011,449.l.808129.t.2
254,16,Roman Wilson,Here Without You Tishman,1,449.p.40952,449.l.808129.t.6
255,16,Braelon Allen,Here Without You Tishman,1,449.p.40981,449.l.808129.t.6
256,16,Jaguars,Here Without You Tishman,1,449.p.100030,449.l.808129.t.6
