pick,round,player_name,team_name,cost,player_key,team_key
37,3,Kyler Murray,Alexander's Unreal Team,31,423.p.31833,423.l.168824.t.15
38,3,Tony Pollard,Gorlock the destroyer Schwartz,40,423.p.31960,423.l.168824.t.2
39,3,Justin Herbert,Work Ass,68,423.p.32676,423.l.168824.t.14
40,3,Jonathan Taylor,Tony the phenom,28,423.p.32711,423.l.168824.t.13
41,3,Jared Goff,Cap Stoppers,38,423.p.29235,423.l.168824.t.1
42,3,Trevor Lawrence,Sweeney.,57,423.p.33389,423.l.168824.t.11
43,3,Jahmyr Gibbs,Sansa Ludacris,25,423.p.40059,423.l.168824.t.12
44,3,Stefon Diggs,Cap Stoppers,39,423.p.28534,423.l.168824.t.1
45,3,Joe Mixon,🍾💼🥰,25,423.p.30161,423.l.168824.t.10
46,3,Cam Akers,The Lean Mean Fightin MaSheets,19,423.p.32722,423.l.168824.t.3
47,3,Aaron Rodgers,Tony the phenom,46,423.p.7200,423.l.168824.t.13
48,3,Parris Campbell,Free Paid again..,7,423.p.31891,423.l.168824.t.6
49,4,Deebo Samuel,Tony the phenom,23,423.p.31868,423.l.168824.t.13
50,4,Rashee Rice,Sweeney.,9,423.p.40084,423.l.168824.t.11
51,4,Geno Smith,Formerly Known as Mousecop,27,423.p.26662,423.l.168824.t.16
52,4,Kyle Pitts Sr.,Sansa Ludacris,13,423.p.33392,423.l.168824.t.12
53,4,Jalin Hyatt,Sweeney.,5,423.p.40128,423.l.168824.t.11
54,4,Davante Adams,Sr. Sack Dumping Scum Bags,35,423.p.27581,423.l.168824.t.9
55,4,Joe Burrow,The Lean Mean Fightin MaSheets,55,423.p.32671,423.l.168824.t.3
56,4,T.J. Hockenson,Gorlock the destroyer Schwartz,15,423.p.31840,423.l.168824.t.2
57,4,Derek Carr,Free Paid again..,38,423.p.27564,423.l.168824.t.6
58,4,Matthew Stafford,Alexander's Unreal Team,30,423.p.9265,423.l.168824.t.15
59,4,Mike Evans,Alexander's Unreal Team,16,423.p.27535,423.l.168824.t.15
60,4,Amon-Ra St. Brown,Cap Stoppers,31,423.p.33500,423.l.168824.t.1
61,4,Najee Harris,Formerly Known as Mousecop,30,423.p.33412,423.l.168824.t.16
62,4,Michael Pittman Jr.,Alexander's Unreal Team,10,423.p.32704,423.l.168824.t.15
63,4,Justin Fields,Garlic Aioli,52,423.p.33399,423.l.168824.t.7
64,4,Dallas Goedert,Garlic Aioli,11,423.p.31019,423.l.168824.t.7
65,5,Chris Olave,Sansa Ludacris,22,423.p.33966,423.l.168824.t.12
66,5,James Cook III,Sr. Sack Dumping Scum Bags,18,423.p.34019,423.l.168824.t.9
67,5,Tee Higgins,Work Ass,21,423.p.32703,423.l.168824.t.14
68,5,Deshaun Watson,WHERESTUA,39,423.p.30125,423.l.168824.t.8
69,5,Isaiah Hodgins,Free Paid again..,3,423.p.32877,423.l.168824.t.6
70,5,J.K. Dobbins,The Lean Mean Fightin MaSheets,17,423.p.32725,423.l.168824.t.3
71,5,Dak Prescott,Morior Invictus,41,423.p.29369,423.l.168824.t.4
72,5,Evan Engram,Sweeney.,8,423.p.30136,423.l.168824.t.11
73,5,Aaron Jones Sr.,Work Ass,23,423.p.30295,423.l.168824.t.14
74,5,Keenan Allen,Willow Street Walruses,18,423.p.26699,423.l.168824.t.5
75,5,Calvin Ridley,WHERESTUA,17,423.p.30996,423.l.168824.t.8
76,5,David Montgomery,Morior Invictus,8,423.p.31905,423.l.168824.t.4
77,5,Tyler Lockett,Formerly Known as Mousecop,13,423.p.28457,423.l.168824.t.16
78,5,Chris Godwin Jr.,Gorlock the destroyer Schwartz,10,423.p.30197,423.l.168824.t.2
79,5,Tua Tagovailoa,WHERESTUA,41,423.p.32675,423.l.168824.t.8
80,5,Graham Gano,Sr. Sack Dumping Scum Bags,1,423.p.9526,423.l.168824.t.9
81,6,Gabe Davis,🍾💼🥰,8,423.p.32798,423.l.168824.t.10
82,6,Alexander Mattison,Sansa Ludacris,15,423.p.31934,423.l.168824.t.12
83,6,Amari Cooper,Work Ass,13,423.p.28392,423.l.168824.t.14
84,6,Kenneth Walker III,Gorlock the destroyer Schwartz,16,423.p.33996,423.l.168824.t.2
85,6,Marvin Mims Jr.,Sweeney.,2,423.p.40090,423.l.168824.t.11
86,6,Mike Williams,Work Ass,13,423.p.30120,423.l.168824.t.14
87,6,Kirk Cousins,Willow Street Walruses,39,423.p.25812,423.l.168824.t.5
88,6,Terry McLaurin,The Lean Mean Fightin MaSheets,10,423.p.31908,423.l.168824.t.3
89,6,D'Onta Foreman,Alexander's Unreal Team,3,423.p.30202,423.l.168824.t.15
90,6,Russell Wilson,🍾💼🥰,33,423.p.25785,423.l.168824.t.10
91,6,Diontae Johnson,Free Paid again..,12,423.p.31898,423.l.168824.t.6
92,6,Anthony Richardson Sr.,Sansa Ludacris,33,423.p.40040,423.l.168824.t.12
93,6,Dalvin Cook,Alexander's Unreal Team,10,423.p.30154,423.l.168824.t.15
94,6,Jerick McKinnon,Free Paid again..,5,423.p.27624,423.l.168824.t.6
95,6,Jordan Love,🍾💼🥰,26,423.p.32696,423.l.168824.t.10
96,6,Greg Dulcich,Formerly Known as Mousecop,3,423.p.34036,423.l.168824.t.16
97,7,Dameon Pierce,WHERESTUA,19,423.p.34063,423.l.168824.t.8
98,7,Drake London,Sweeney.,8,423.p.33963,423.l.168824.t.11
99,7,Bryce Young,The Lean Mean Fightin MaSheets,22,423.p.40029,423.l.168824.t.3
100,7,DeAndre Hopkins,WHERESTUA,11,423.p.26650,423.l.168824.t.8
101,7,Sam Howell,Work Ass,21,423.p.34100,423.l.168824.t.14
102,7,A.J. Dillon,Alexander's Unreal Team,9,423.p.32732,423.l.168824.t.15
103,7,Colt McCoy,Formerly Known as Mousecop,7,423.p.24060,423.l.168824.t.16
104,7,D'Andre Swift,Cap Stoppers,14,423.p.32705,423.l.168824.t.1
105,7,Brandon Aiyuk,Alexander's Unreal Team,12,423.p.32695,423.l.168824.t.15
106,7,Jimmy Garoppolo,Garlic Aioli,16,423.p.27590,423.l.168824.t.7
107,7,DJ Moore,Sansa Ludacris,13,423.p.30994,423.l.168824.t.12
108,7,C.J. Stroud,The Lean Mean Fightin MaSheets,16,423.p.40030,423.l.168824.t.3
109,7,Odell Beckham Jr.,WHERESTUA,6,423.p.27540,423.l.168824.t.8
110,7,Zach Ertz,Tony the phenom,2,423.p.26658,423.l.168824.t.13
111,7,Baker Mayfield,Gorlock the destroyer Schwartz,10,423.p.30971,423.l.168824.t.2
112,7,Tyler Higbee,Sr. Sack Dumping Scum Bags,3,423.p.29344,423.l.168824.t.9
113,8,Alvin Kamara,Work Ass,9,423.p.30180,423.l.168824.t.14
114,8,Christian Watson,🍾💼🥰,9,423.p.33989,423.l.168824.t.10
115,8,James Conner,Alexander's Unreal Team,14,423.p.30218,423.l.168824.t.15
116,8,Brock Purdy,WHERESTUA,16,423.p.34218,423.l.168824.t.8
117,8,Darius Slayton,Willow Street Walruses,1,423.p.32003,423.l.168824.t.5
118,8,Isiah Pacheco,The Lean Mean Fightin MaSheets,10,423.p.34207,423.l.168824.t.3
119,8,Brian Robinson Jr.,🍾💼🥰,9,423.p.34054,423.l.168824.t.10
120,8,Pat Freiermuth,Willow Street Walruses,7,423.p.33443,423.l.168824.t.5
121,8,Javonte Williams,Free Paid again..,8,423.p.33423,423.l.168824.t.6
122,8,Sam Darnold,Sweeney.,6,423.p.30973,423.l.168824.t.11
123,8,Hollywood Brown,Cap Stoppers,5,423.p.31857,423.l.168824.t.1
124,8,Mac Jones,Work Ass,8,423.p.33403,423.l.168824.t.14
125,8,Kadarius Toney,The Lean Mean Fightin MaSheets,3,423.p.33408,423.l.168824.t.3
126,8,Trey Lance,Formerly Known as Mousecop,2,423.p.33391,423.l.168824.t.16
127,8,Ryan Tannehill,🍾💼🥰,10,423.p.25718,423.l.168824.t.10
128,8,Jahan Dotson,Morior Invictus,5,423.p.33971,423.l.168824.t.4
129,9,49ers,Formerly Known as Mousecop,2,423.p.100025,423.l.168824.t.16
130,9,Jacoby Brissett,Work Ass,2,423.p.29325,423.l.168824.t.14
131,9,Cowboys,Morior Invictus,2,423.p.100006,423.l.168824.t.4
132,9,George Pickens,Tony the phenom,8,423.p.34007,423.l.168824.t.13
133,9,Rashaad Penny,The Lean Mean Fightin MaSheets,5,423.p.30997,423.l.168824.t.3
134,9,Khalil Herbert,Sansa Ludacris,6,423.p.33605,423.l.168824.t.12
135,9,Taysom Hill,Gorlock the destroyer Schwartz,2,423.p.30614,423.l.168824.t.2
136,9,Chig Okonkwo,Sansa Ludacris,1,423.p.34099,423.l.168824.t.12
137,9,Rachaad White,Work Ass,12,423.p.34047,423.l.168824.t.14
138,9,Michael Thomas,The Lean Mean Fightin MaSheets,5,423.p.29281,423.l.168824.t.3
139,9,Jamaal Williams,Garlic Aioli,6,423.p.30247,423.l.168824.t.7
140,9,Eagles,Alexander's Unreal Team,1,423.p.100021,423.l.168824.t.15
141,9,Courtland Sutton,The Lean Mean Fightin MaSheets,6,423.p.31010,423.l.168824.t.3
142,9,Antonio Gibson,Work Ass,3,423.p.32736,423.l.168824.t.14
143,9,Mike White,Sweeney.,3,423.p.31141,423.l.168824.t.11
144,9,Blaine Gabbert,Sr. Sack Dumping Scum Bags,2,423.p.24797,423.l.168824.t.9
145,10,Patriots,Gorlock the destroyer Schwartz,2,423.p.100017,423.l.168824.t.2
146,10,Ezekiel Elliott,🍾💼🥰,5,423.p.29238,423.l.168824.t.10
147,10,Christian Kirk,Sansa Ludacris,6,423.p.31017,423.l.168824.t.12
148,10,JuJu Smith-Schuster,Alexander's Unreal Team,2,423.p.30175,423.l.168824.t.15
149,10,Zay Flowers,Formerly Known as Mousecop,5,423.p.40039,423.l.168824.t.16
150,10,Jerry Jeudy,🍾💼🥰,7,423.p.32685,423.l.168824.t.10
151,10,Skyy Moore,Cap Stoppers,4,423.p.34009,423.l.168824.t.1
152,10,Bills,Sansa Ludacris,1,423.p.100002,423.l.168824.t.12
153,10,Zach Charbonnet,Willow Street Walruses,2,423.p.40075,423.l.168824.t.5
154,10,Brandin Cooks,Sansa Ludacris,3,423.p.27548,423.l.168824.t.12
155,10,Kenneth Gainwell,Garlic Aioli,1,423.p.33538,423.l.168824.t.7
156,10,Daniel Carlson,Alexander's Unreal Team,1,423.p.31137,423.l.168824.t.15
157,10,Dalton Schultz,WHERESTUA,2,423.p.31107,423.l.168824.t.8
158,10,Tyler Allgeier,Cap Stoppers,1,423.p.34107,423.l.168824.t.1
159,10,Elijah Mitchell,Sansa Ludacris,2,423.p.33582,423.l.168824.t.12
160,10,Adam Thielen,Sr. Sack Dumping Scum Bags,1,423.p.27277,423.l.168824.t.9
161,11,Jets,Free Paid again..,1,423.p.100020,423.l.168824.t.6
162,11,Damien Harris,Sansa Ludacris,2,423.p.31919,423.l.168824.t.12
163,11,Jordan Addison,Gorlock the destroyer Schwartz,4,423.p.40042,423.l.168824.t.2
164,11,Jeff Wilson Jr.,Work Ass,2,423.p.31394,423.l.168824.t.14
165,11,Clyde Edwards-Helaire,Work Ass,2,423.p.32702,423.l.168824.t.14
166,11,David Njoku,🍾💼🥰,1,423.p.30142,423.l.168824.t.10
167,11,Harrison Butker,Work Ass,1,423.p.30346,423.l.168824.t.14
168,11,Evan McPherson,Sansa Ludacris,1,423.p.33537,423.l.168824.t.12
169,11,Dalton Kincaid,Morior Invictus,1,423.p.40048,423.l.168824.t.4
170,11,Jaxon Smith-Njigba,🍾💼🥰,4,423.p.40041,423.l.168824.t.10
171,11,Elijah Moore,Sansa Ludacris,10,423.p.33422,423.l.168824.t.12
172,11,Sam LaPorta,Alexander's Unreal Team,1,423.p.40064,423.l.168824.t.15
173,11,De'Von Achane,WHERESTUA,1,423.p.40118,423.l.168824.t.8
174,11,Taylor Heinicke,Cap Stoppers,1,423.p.28839,423.l.168824.t.1
175,11,Tank Bigsby,The Lean Mean Fightin MaSheets,2,423.p.40095,423.l.168824.t.3
176,11,Jaylen Warren,Sr. Sack Dumping Scum Bags,2,423.p.34447,423.l.168824.t.9
177,12,Tyler Bass,Free Paid again..,1,423.p.32858,423.l.168824.t.6
178,12,Raheem Mostert,🍾💼🥰,2,423.p.28654,423.l.168824.t.10
179,12,Broncos,The Lean Mean Fightin MaSheets,1,423.p.100007,423.l.168824.t.3
180,12,Rashod Bateman,Gorlock the destroyer Schwartz,1,423.p.33415,423.l.168824.t.2
181,12,Roschon Johnson,Willow Street Walruses,1,423.p.40162,423.l.168824.t.5
182,12,Bengals,🍾💼🥰,1,423.p.100004,423.l.168824.t.10
183,12,Commanders,Work Ass,1,423.p.100028,423.l.168824.t.14
184,12,Kendre Miller,Morior Invictus,1,423.p.40108,423.l.168824.t.4
185,12,Kareem Hunt,Formerly Known as Mousecop,1,423.p.30199,423.l.168824.t.16
186,12,Chuba Hubbard,Garlic Aioli,1,423.p.33514,423.l.168824.t.7
187,12,Mike Gesicki,WHERESTUA,1,423.p.31012,423.l.168824.t.8
188,12,Dolphins,WHERESTUA,2,423.p.100015,423.l.168824.t.8
189,12,Devin Singletary,Sweeney.,1,423.p.31906,423.l.168824.t.11
190,12,Ravens,Sr. Sack Dumping Scum Bags,1,423.p.100033,423.l.168824.t.9
191,12,Nico Collins,Cap Stoppers,2,423.p.33477,423.l.168824.t.1
192,12,Tyjae Spears,Tony the phenom,1,423.p.40119,423.l.168824.t.13
193,13,Younghoe Koo,🍾💼🥰,2,423.p.30426,423.l.168824.t.10
194,13,Quentin Johnston,Cap Stoppers,2,423.p.40051,423.l.168824.t.1
195,13,Justyn Ross,Willow Street Walruses,1,423.p.34440,423.l.168824.t.5
196,13,Gerald Everett,Work Ass,1,423.p.30157,423.l.168824.t.14
197,13,Cameron Dicker,Morior Invictus,1,423.p.34344,423.l.168824.t.4
198,13,Cole Kmet,Formerly Known as Mousecop,1,423.p.32713,423.l.168824.t.16
199,13,Allen Lazard,Garlic Aioli,1,423.p.31268,423.l.168824.t.7
200,13,Andy Dalton,WHERESTUA,1,423.p.24822,423.l.168824.t.8
201,13,Steelers,Cap Stoppers,1,423.p.100023,423.l.168824.t.1
202,13,Saints,Sweeney.,1,423.p.100018,423.l.168824.t.11
203,13,Jakobi Meyers,Sr. Sack Dumping Scum Bags,1,423.p.32231,423.l.168824.t.9
204,13,Treylon Burks,Free Paid again..,1,423.p.33973,423.l.168824.t.6
205,13,Chiefs,Tony the phenom,1,423.p.100012,423.l.168824.t.13
206,13,Jake Moody,The Lean Mean Fightin MaSheets,1,423.p.40129,423.l.168824.t.3
207,13,Michael Gallup,WHERESTUA,2,423.p.31051,423.l.168824.t.8
208,13,Zay Jones,Willow Street Walruses,1,423.p.30150,423.l.168824.t.5
209,14,Tyler Boyd,Morior Invictus,1,423.p.29288,423.l.168824.t.4
210,14,Malik Willis,Formerly Known as Mousecop,1,423.p.34042,423.l.168824.t.16
211,14,Jake Elliott,Garlic Aioli,1,423.p.30266,423.l.168824.t.7
212,14,Braxton Berrios,WHERESTUA,1,423.p.31180,423.l.168824.t.8
213,14,Cordarrelle Patterson,Cap Stoppers,1,423.p.26652,423.l.168824.t.1
214,14,Jason Myers,Sweeney.,1,423.p.28378,423.l.168824.t.11
215,14,Darnell Mooney,Sr. Sack Dumping Scum Bags,1,423.p.32843,423.l.168824.t.9
216,14,Jake Ferguson,Free Paid again..,1,423.p.34085,423.l.168824.t.6
217,14,Nick Folk,Tony the phenom,1,423.p.8432,423.l.168824.t.13
218,14,Juwan Johnson,The Lean Mean Fightin MaSheets,1,423.p.33113,423.l.168824.t.3
219,14,Jerome Ford,Gorlock the destroyer Schwartz,1,423.p.34112,423.l.168824.t.2
220,14,Zamir White,Willow Street Walruses,1,423.p.34078,423.l.168824.t.5
221,14,Romeo Doubs,Morior Invictus,1,423.p.34088,423.l.168824.t.4
222,14,Jason Sanders,Formerly Known as Mousecop,1,423.p.31199,423.l.168824.t.16
223,14,Jameson Williams,Garlic Aioli,1,423.p.33967,423.l.168824.t.7
224,14,Chris Boswell,WHERESTUA,1,423.p.28188,423.l.168824.t.8
225,15,Riley Patterson,Cap Stoppers,1,423.p.33781,423.l.168824.t.1
226,15,DJ Chark,Sweeney.,1,423.p.31031,423.l.168824.t.11
227,15,Rashid Shaheed,Sr. Sack Dumping Scum Bags,1,423.p.34659,423.l.168824.t.9
228,15,K.J. Osborn,Free Paid again..,1,423.p.32846,423.l.168824.t.6
229,15,Luke Musgrave,Tony the phenom,1,423.p.40074,423.l.168824.t.13
230,15,Hunter Henry,Gorlock the destroyer Schwartz,1,423.p.29269,423.l.168824.t.2
231,15,Jonathan Mingo,Willow Street Walruses,1,423.p.40073,423.l.168824.t.5
232,15,Irv Smith Jr.,Morior Invictus,1,423.p.31882,423.l.168824.t.4
233,15,Leonard Fournette,Formerly Known as Mousecop,1,423.p.30117,423.l.168824.t.16
234,15,Gus Edwards,Garlic Aioli,1,423.p.31424,423.l.168824.t.7
235,15,Hayden Hurst,Cap Stoppers,1,423.p.30995,423.l.168824.t.1
236,15,Ty Chandler,Sweeney.,1,423.p.34125,423.l.168824.t.11
237,15,Dawson Knox,Sr. Sack Dumping Scum Bags,1,423.p.31928,423.l.168824.t.9
238,15,Keaontay Ingram,Free Paid again..,1,423.p.34157,423.l.168824.t.6
239,15,Curtis Samuel,Tony the phenom,1,423.p.30153,423.l.168824.t.13
240,15,Sean Tucker,Gorlock the destroyer Schwartz,1,423.p.40742,423.l.168824.t.2
241,16,Donovan Peoples-Jones,Willow Street Walruses,1,423.p.32857,423.l.168824.t.5
242,16,Van Jefferson,Morior Invictus,1,423.p.32727,423.l.168824.t.4
243,16,Deuce Vaughn,Garlic Aioli,1,423.p.40240,423.l.168824.t.7
244,16,Kyren Williams,Sr. Sack Dumping Scum Bags,1,423.p.34120,423.l.168824.t.9
245,16,Rondale Moore,Tony the phenom,1,423.p.33437,423.l.168824.t.13
246,16,Alec Pierce,Gorlock the destroyer Schwartz,1,423.p.34008,423.l.168824.t.2
247,16,Buccaneers,Willow Street Walruses,1,423.p.100027,423.l.168824.t.5
248,16,Chase Brown,Morior Invictus,1,423.p.40196,423.l.168824.t.4
249,16,Mecole Hardman Jr.,Garlic Aioli,1,423.p.31888,423.l.168824.t.7
250,16,Packers,Sr. Sack Dumping Scum Bags,1,423.p.100009,423.l.168824.t.9
251,16,Hunter Renfrow,Tony the phenom,1,423.p.31981,423.l.168824.t.13
252,16,Brandon McManus,Willow Street Walruses,1,423.p.27120,423.l.168824.t.5
253,16,Panthers,Morior Invictus,1,423.p.100029,423.l.168824.t.4
254,16,Seahawks,Garlic Aioli,1,423.p.100026,423.l.168824.t.7
255,16,Joshua Kelley,Tony the phenom,1,423.p.32782,423.l.168824.t.13
256,16,Chargers,Tony the phenom,1,423.p.100024,423.l.168824.t.13
