week,team_1,team_1_key,team_1_points,team_2,team_2_key,team_2_points
3,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,165.98,Sansa Ludacris,423.l.168824.t.12,147.78
3,🍾💼🥰,423.l.168824.t.10,153.9,Work Ass,423.l.168824.t.14,107.64
4,Cap Stoppers,423.l.168824.t.1,145.9,Morior Invictus,423.l.168824.t.4,141.56
4,Gorlock the destroyer Schwartz,423.l.168824.t.2,115.1,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,182.9
4,The Lean Mean Fightin MaSheets,423.l.168824.t.3,133.74,Free Paid again..,423.l.168824.t.6,56.34
4,Willow Street Walruses,423.l.168824.t.5,136.8,Sansa Ludacris,423.l.168824.t.12,105.82
4,Garlic Aioli,423.l.168824.t.7,130.3,Tony the phenom,423.l.168824.t.13,69.72
4,WHERESTUA,423.l.168824.t.8,120.78,Sweeney.,423.l.168824.t.11,71.08
4,🍾💼🥰,423.l.168824.t.10,86.86,Alexander's Unreal Team,423.l.168824.t.15,74.2
4,Work Ass,423.l.168824.t.14,109.48,Formerly Known as Mousecop,423.l.168824.t.16,79.2
5,Cap Stoppers,423.l.168824.t.1,146.44,Work Ass,423.l.168824.t.14,84.42
5,Gorlock the destroyer Schwartz,423.l.168824.t.2,86.02,Willow Street Walruses,423.l.168824.t.5,86.7
5,The Lean Mean Fightin MaSheets,423.l.168824.t.3,103.04,WHERESTUA,423.l.168824.t.8,145.2
5,Morior Invictus,423.l.168824.t.4,117.66,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,113.3
5,Free Paid again..,423.l.168824.t.6,83.58,Sansa Ludacris,423.l.168824.t.12,153.48
5,Garlic Aioli,423.l.168824.t.7,116.7,Sweeney.,423.l.168824.t.11,74.88
5,🍾💼🥰,423.l.168824.t.10,104.02,Tony the phenom,423.l.168824.t.13,139.8
5,Alexander's Unreal Team,423.l.168824.t.15,119.94,Formerly Known as Mousecop,423.l.168824.t.16,77.0
6,Cap Stoppers,423.l.168824.t.1,133.12,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,118.26
6,Gorlock the destroyer Schwartz,423.l.168824.t.2,145.34,Free Paid again..,423.l.168824.t.6,86.18
6,The Lean Mean Fightin MaSheets,423.l.168824.t.3,103.16,Garlic Aioli,423.l.168824.t.7,86.8
6,Morior Invictus,423.l.168824.t.4,95.12,Willow Street Walruses,423.l.168824.t.5,96.56
6,WHERESTUA,423.l.168824.t.8,82.18,Sansa Ludacris,423.l.168824.t.12,98.6
6,🍾💼🥰,423.l.168824.t.10,110.24,Sweeney.,423.l.168824.t.11,96.84
6,Tony the phenom,423.l.168824.t.13,125.68,Formerly Known as Mousecop,423.l.168824.t.16,80.24
6,Work Ass,423.l.168824.t.14,99.52,Alexander's Unreal Team,423.l.168824.t.15,101.52
7,Cap Stoppers,423.l.168824.t.1,90.16,Alexander's Unreal Team,423.l.168824.t.15,119.04
7,Gorlock the destroyer Schwartz,423.l.168824.t.2,143.56,WHERESTUA,423.l.168824.t.8,66.22
7,The Lean Mean Fightin MaSheets,423.l.168824.t.3,97.16,🍾💼🥰,423.l.168824.t.10,100.06
7,Morior Invictus,423.l.168824.t.4,92.66,Free Paid again..,423.l.168824.t.6,126.44
7,Willow Street Walruses,423.l.168824.t.5,126.4,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,131.74
7,Garlic Aioli,423.l.168824.t.7,96.8,Sansa Ludacris,423.l.168824.t.12,108.46
7,Sweeney.,423.l.168824.t.11,100.54,Formerly Known as Mousecop,423.l.168824.t.16,116.56
7,Tony the phenom,423.l.168824.t.13,91.22,Work Ass,423.l.168824.t.14,120.22
8,Cap Stoppers,423.l.168824.t.1,109.38,Willow Street Walruses,423.l.168824.t.5,96.74
8,Gorlock the destroyer Schwartz,423.l.168824.t.2,167.24,Garlic Aioli,423.l.168824.t.7,113.34
8,The Lean Mean Fightin MaSheets,423.l.168824.t.3,110.52,Formerly Known as Mousecop,423.l.168824.t.16,111.58
8,Morior Invictus,423.l.168824.t.4,117.26,WHERESTUA,423.l.168824.t.8,122.06
8,Free Paid again..,423.l.168824.t.6,116.12,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,125.18
8,🍾💼🥰,423.l.168824.t.10,139.42,Sansa Ludacris,423.l.168824.t.12,80.02
8,Sweeney.,423.l.168824.t.11,122.46,Work Ass,423.l.168824.t.14,127.66
8,Tony the phenom,423.l.168824.t.13,94.2,Alexander's Unreal Team,423.l.168824.t.15,98.42
9,Cap Stoppers,423.l.168824.t.1,109.62,Tony the phenom,423.l.168824.t.13,88.5
9,Gorlock the destroyer Schwartz,423.l.168824.t.2,117.18,🍾💼🥰,423.l.168824.t.10,85.92
9,The Lean Mean Fightin MaSheets,423.l.168824.t.3,107.2,Work Ass,423.l.168824.t.14,122.84
9,Morior Invictus,423.l.168824.t.4,86.86,Garlic Aioli,423.l.168824.t.7,80.92
9,Willow Street Walruses,423.l.168824.t.5,90.02,Free Paid again..,423.l.168824.t.6,96.74
9,WHERESTUA,423.l.168824.t.8,85.48,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,97.74
9,Sweeney.,423.l.168824.t.11,103.52,Alexander's Unreal Team,423.l.168824.t.15,64.8
9,Sansa Ludacris,423.l.168824.t.12,62.46,Formerly Known as Mousecop,423.l.168824.t.16,61.76
10,Cap Stoppers,423.l.168824.t.1,96.42,Free Paid again..,423.l.168824.t.6,84.84
10,Gorlock the destroyer Schwartz,423.l.168824.t.2,124.02,Formerly Known as Mousecop,423.l.168824.t.16,149.92
10,The Lean Mean Fightin MaSheets,423.l.168824.t.3,127.8,Alexander's Unreal Team,423.l.168824.t.15,132.06
10,Morior Invictus,423.l.168824.t.4,127.16,🍾💼🥰,423.l.168824.t.10,116.78
10,Willow Street Walruses,423.l.168824.t.5,119.64,WHERESTUA,423.l.168824.t.8,74.46
10,Garlic Aioli,423.l.168824.t.7,74.4,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,116.6
10,Sweeney.,423.l.168824.t.11,69.78,Tony the phenom,423.l.168824.t.13,71.38
10,Sansa Ludacris,423.l.168824.t.12,112.16,Work Ass,423.l.168824.t.14,163.3
11,Cap Stoppers,423.l.168824.t.1,91.14,Sweeney.,423.l.168824.t.11,102.98
11,Gorlock the destroyer Schwartz,423.l.168824.t.2,105.14,Work Ass,423.l.168824.t.14,132.04
11,The Lean Mean Fightin MaSheets,423.l.168824.t.3,109.3,Tony the phenom,423.l.168824.t.13,66.2
11,Morior Invictus,423.l.168824.t.4,103.44,Formerly Known as Mousecop,423.l.168824.t.16,73.14
11,Willow Street Walruses,423.l.168824.t.5,113.76,Garlic Aioli,423.l.168824.t.7,90.36
11,Free Paid again..,423.l.168824.t.6,67.84,WHERESTUA,423.l.168824.t.8,115.22
11,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,130.14,🍾💼🥰,423.l.168824.t.10,115.14
11,Sansa Ludacris,423.l.168824.t.12,123.98,Alexander's Unreal Team,423.l.168824.t.15,125.86
12,Cap Stoppers,423.l.168824.t.1,145.18,WHERESTUA,423.l.168824.t.8,99.88
12,Gorlock the destroyer Schwartz,423.l.168824.t.2,141.76,Alexander's Unreal Team,423.l.168824.t.15,144.3
12,The Lean Mean Fightin MaSheets,423.l.168824.t.3,93.74,Sweeney.,423.l.168824.t.11,103.36
12,Morior Invictus,423.l.168824.t.4,128.56,Work Ass,423.l.168824.t.14,99.48
12,Willow Street Walruses,423.l.168824.t.5,103.92,🍾💼🥰,423.l.168824.t.10,129.68
12,Free Paid again..,423.l.168824.t.6,116.18,Garlic Aioli,423.l.168824.t.7,104.28
12,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,155.56,Formerly Known as Mousecop,423.l.168824.t.16,90.04
12,Sansa Ludacris,423.l.168824.t.12,103.66,Tony the phenom,423.l.168824.t.13,91.56
13,Cap Stoppers,423.l.168824.t.1,86.22,The Lean Mean Fightin MaSheets,423.l.168824.t.3,70.7
13,Gorlock the destroyer Schwartz,423.l.168824.t.2,125.6,Tony the phenom,423.l.168824.t.13,92.66
13,Morior Invictus,423.l.168824.t.4,126.28,Alexander's Unreal Team,423.l.168824.t.15,148.26
13,Willow Street Walruses,423.l.168824.t.5,98.58,Formerly Known as Mousecop,423.l.168824.t.16,122.64
13,Free Paid again..,423.l.168824.t.6,105.44,🍾💼🥰,423.l.168824.t.10,128.92
13,Garlic Aioli,423.l.168824.t.7,115.0,WHERESTUA,423.l.168824.t.8,148.76
13,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,65.68,Work Ass,423.l.168824.t.14,107.66
13,Sweeney.,423.l.168824.t.11,83.78,Sansa Ludacris,423.l.168824.t.12,82.0
14,Cap Stoppers,423.l.168824.t.1,61.44,Garlic Aioli,423.l.168824.t.7,121.72
14,Gorlock the destroyer Schwartz,423.l.168824.t.2,106.14,Sweeney.,423.l.168824.t.11,190.22
14,The Lean Mean Fightin MaSheets,423.l.168824.t.3,122.28,Sansa Ludacris,423.l.168824.t.12,115.16
14,Morior Invictus,423.l.168824.t.4,91.58,Tony the phenom,423.l.168824.t.13,98.1
14,Willow Street Walruses,423.l.168824.t.5,58.72,Work Ass,423.l.168824.t.14,105.34
14,Free Paid again..,423.l.168824.t.6,104.66,Formerly Known as Mousecop,423.l.168824.t.16,122.98
14,WHERESTUA,423.l.168824.t.8,133.22,🍾💼🥰,423.l.168824.t.10,113.68
14,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,103.04,Alexander's Unreal Team,423.l.168824.t.15,110.64
15,Cap Stoppers,423.l.168824.t.1,83.72,Gorlock the destroyer Schwartz,423.l.168824.t.2,143.88
15,Willow Street Walruses,423.l.168824.t.5,91.38,Alexander's Unreal Team,423.l.168824.t.15,120.56
15,WHERESTUA,423.l.168824.t.8,96.14,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,164.76
15,🍾💼🥰,423.l.168824.t.10,130.38,Work Ass,423.l.168824.t.14,144.78
16,Cap Stoppers,423.l.168824.t.1,92.98,Willow Street Walruses,423.l.168824.t.5,106.38
16,Gorlock the destroyer Schwartz,423.l.168824.t.2,120.76,Alexander's Unreal Team,423.l.168824.t.15,137.82
16,WHERESTUA,423.l.168824.t.8,97.7,🍾💼🥰,423.l.168824.t.10,130.38
16,Sr. Sack Dumping Scum Bags,423.l.168824.t.9,114.18,Work Ass,423.l.168824.t.14,159.34
