pick,round,player_name,team_name,cost,player_key,team_key
124,8,Trey Benson,🍾💼🥰,3,461.p.40958,461.l.721870.t.10
125,8,Jakobi Meyers,Team OBAMA SOPRANOS,7,461.p.32231,461.l.721870.t.4
126,8,Tyler Warren,Team OBAMA SOPRANOS,8,461.p.41799,461.l.721870.t.4
127,8,Broncos,Ginny Sack,2,461.p.100007,461.l.721870.t.12
128,8,David Njoku,Ginny Sack,3,461.p.30142,461.l.721870.t.12
129,9,Michael Pittman Jr.,Life with Derrick,2,461.p.32704,461.l.721870.t.13
130,9,Matthew Golden,Sweeney Deez and Zaukas,6,461.p.41808,461.l.721870.t.5
131,9,Jordan Addison,Pigs on the 7th Rank,3,461.p.40042,461.l.721870.t.15
132,9,Tank Bigsby,Work Ass,5,461.p.40095,461.l.721870.t.14
133,9,Jauan Jennings,The Jackson Brownes,2,461.p.32887,461.l.721870.t.3
134,9,Eagles,Scampi,3,461.p.100021,461.l.721870.t.6
135,9,Steelers,Work Ass,2,461.p.100023,461.l.721870.t.14
136,9,Jake Ferguson,Scampi,2,461.p.34085,461.l.721870.t.6
137,9,Dallas Goedert,Stewed C,2,461.p.31019,461.l.721870.t.7
138,9,Javonte Williams,The Art of the Deal,4,461.p.33423,461.l.721870.t.8
139,9,Deebo Samuel,The Art of the Deal,4,461.p.31868,461.l.721870.t.8
140,9,Keon Coleman,🍾💼🥰,4,461.p.40911,461.l.721870.t.10
141,9,Khalil Shakir,The Jackson Brownes,3,461.p.34104,461.l.721870.t.3
142,9,Josh Downs,Scampi,2,461.p.40126,461.l.721870.t.6
143,9,Cam Skattebo,Work Ass,5,461.p.41922,461.l.721870.t.14
144,9,Bhayshul Tuten,Sweeney.,2,461.p.41900,461.l.721870.t.11
145,10,Brandon Aiyuk,The Art of the Deal,3,461.p.32695,461.l.721870.t.8
146,10,Rhamondre Stevenson,Sweeney.,3,461.p.33508,461.l.721870.t.11
147,10,Jayden Reed,Life with Derrick,3,461.p.40063,461.l.721870.t.13
148,10,Jerome Ford,Work Ass,3,461.p.34112,461.l.721870.t.14
149,10,Najee Harris,Team Daniel,1,461.p.33412,461.l.721870.t.16
150,10,Dylan Sampson,Scampi,2,461.p.41907,461.l.721870.t.6
151,10,Rachaad White,Senior AI Coke Twins,2,461.p.34047,461.l.721870.t.9
152,10,Dalton Kincaid,Team Daniel,3,461.p.40048,461.l.721870.t.16
153,10,Colston Loveland,Stewed C,2,461.p.41795,461.l.721870.t.7
154,10,Rashid Shaheed,Sweeney.,1,461.p.34659,461.l.721870.t.11
155,10,Keenan Allen,The Jackson Brownes,2,461.p.26699,461.l.721870.t.3
156,10,Nick Chubb,The Art of the Deal,4,461.p.31005,461.l.721870.t.8
157,10,Rashod Bateman,Senior AI Coke Twins,1,461.p.33415,461.l.721870.t.9
158,10,Chig Okonkwo,The Jackson Brownes,1,461.p.34099,461.l.721870.t.3
159,10,Tyler Shough,Ginny Sack,5,461.p.41825,461.l.721870.t.12
160,10,Tyjae Spears,Team OBAMA SOPRANOS,1,461.p.40119,461.l.721870.t.4
161,11,Darren Waller,The Art of the Deal,5,461.p.28592,461.l.721870.t.8
162,11,Joshua Palmer,Sweeney Deez and Zaukas,1,461.p.33465,461.l.721870.t.5
163,11,Chris Godwin Jr.,Life with Derrick,1,461.p.30197,461.l.721870.t.13
164,11,Ray Davis,Ginny Sack,2,461.p.40980,461.l.721870.t.12
165,11,Brian Robinson Jr.,Cookie Monster Golf Cart,2,461.p.34054,461.l.721870.t.1
166,11,Brandon Aubrey,Work Ass,2,461.p.40819,461.l.721870.t.14
167,11,Tyler Allgeier,Work Ass,2,461.p.34107,461.l.721870.t.14
168,11,Jonnu Smith,The Art of the Deal,4,461.p.30213,461.l.721870.t.8
169,11,Zach Ertz,Pigs on the 7th Rank,1,461.p.26658,461.l.721870.t.15
170,11,Christian Kirk,Sweeney.,1,461.p.31017,461.l.721870.t.11
171,11,Joe Mixon,Cookie Monster Golf Cart,2,461.p.30161,461.l.721870.t.1
172,11,Jaydon Blue,Team Daniel,2,461.p.41935,461.l.721870.t.16
173,11,Jayden Higgins,Senior AI Coke Twins,1,461.p.41819,461.l.721870.t.9
174,11,Xavier Legette,The Jackson Brownes,1,461.p.40890,461.l.721870.t.3
175,11,Ollie Gordon II,The Art of the Deal,2,461.p.41969,461.l.721870.t.8
176,11,Kyle Pitts Sr.,Cookie Monster Golf Cart,2,461.p.33392,461.l.721870.t.1
177,12,Ravens,The Art of the Deal,1,461.p.100033,461.l.721870.t.8
178,12,Cedric Tillman,Sweeney Deez and Zaukas,1,461.p.40093,461.l.721870.t.5
179,12,Kareem Hunt,Life with Derrick,1,461.p.30199,461.l.721870.t.13
180,12,Shedeur Sanders,Team Daniel,1,461.p.41930,461.l.721870.t.16
181,12,Cameron Dicker,Scampi,1,461.p.34344,461.l.721870.t.6
182,12,Marvin Mims Jr.,Gorlock the destroyer Schwartz,1,461.p.40090,461.l.721870.t.2
183,12,DeMario Douglas,Cookie Monster Golf Cart,1,461.p.40222,461.l.721870.t.1
184,12,Rico Dowdle,Pigs on the 7th Rank,1,461.p.33100,461.l.721870.t.15
185,12,Luther Burden III,Sweeney.,1,461.p.41824,461.l.721870.t.11
186,12,Raheem Mostert,Stewed C,1,461.p.28654,461.l.721870.t.7
187,12,Devin Singletary,🍾💼🥰,1,461.p.31906,461.l.721870.t.10
188,12,Brenton Strange,Senior AI Coke Twins,1,461.p.40078,461.l.721870.t.9
189,12,Elic Ayomanor,The Jackson Brownes,1,461.p.41904,461.l.721870.t.3
190,12,Wan'Dale Robinson,Ginny Sack,1,461.p.33998,461.l.721870.t.12
191,12,Theo Johnson,Team OBAMA SOPRANOS,1,461.p.41003,461.l.721870.t.4
192,12,Jake Bates,The Art of the Deal,1,461.p.40835,461.l.721870.t.8
193,13,Dameon Pierce,Sweeney Deez and Zaukas,1,461.p.34063,461.l.721870.t.5
194,13,Mason Taylor,Life with Derrick,1,461.p.41827,461.l.721870.t.13
195,13,Hollywood Brown,Team Daniel,1,461.p.31857,461.l.721870.t.16
196,13,Chris Rodriguez Jr.,Gorlock the destroyer Schwartz,1,461.p.40231,461.l.721870.t.2
197,13,Roschon Johnson,Cookie Monster Golf Cart,1,461.p.40162,461.l.721870.t.1
198,13,Romeo Doubs,Ginny Sack,2,461.p.34088,461.l.721870.t.12
199,13,Quinshon Judkins,Sweeney.,1,461.p.41821,461.l.721870.t.11
200,13,Amari Cooper,Stewed C,1,461.p.28392,461.l.721870.t.7
201,13,Kyle Monangai,🍾💼🥰,1,461.p.42025,461.l.721870.t.10
202,13,Isaac Guerendo,Senior AI Coke Twins,1,461.p.40998,461.l.721870.t.9
203,13,Isaac TeSlaa,The Jackson Brownes,1,461.p.41865,461.l.721870.t.3
204,13,Woody Marks,Ginny Sack,1,461.p.41902,461.l.721870.t.12
205,13,Jalen Milroe,Team OBAMA SOPRANOS,1,461.p.41882,461.l.721870.t.4
206,13,Pat Freiermuth,Sweeney Deez and Zaukas,1,461.p.33443,461.l.721870.t.5
207,13,Vikings,Life with Derrick,1,461.p.100016,461.l.721870.t.13
208,13,Lions,Team Daniel,1,461.p.100008,461.l.721870.t.16
209,14,Chiefs,Gorlock the destroyer Schwartz,1,461.p.100012,461.l.721870.t.2
210,14,Dalton Schultz,Cookie Monster Golf Cart,1,461.p.31107,461.l.721870.t.1
211,14,Jalen Coker,Pigs on the 7th Rank,1,461.p.41293,461.l.721870.t.15
212,14,Tre' Harris,Sweeney.,1,461.p.41840,461.l.721870.t.11
213,14,Jaylen Wright,Stewed C,1,461.p.41010,461.l.721870.t.7
214,14,Chargers,🍾💼🥰,1,461.p.100024,461.l.721870.t.10
215,14,Adam Thielen,Senior AI Coke Twins,1,461.p.27277,461.l.721870.t.9
216,14,Jarquez Hunter,The Jackson Brownes,1,461.p.41919,461.l.721870.t.3
217,14,Harrison Butker,Ginny Sack,1,461.p.30346,461.l.721870.t.12
218,14,Texans,Team OBAMA SOPRANOS,1,461.p.100034,461.l.721870.t.4
219,14,Elijah Arroyo,Sweeney Deez and Zaukas,1,461.p.41835,461.l.721870.t.5
220,14,Ka'imi Fairbairn,Life with Derrick,1,461.p.29792,461.l.721870.t.13
221,14,Dillon Gabriel,Team Daniel,1,461.p.41861,461.l.721870.t.16
222,14,Kyle Williams,Gorlock the destroyer Schwartz,1,461.p.41864,461.l.721870.t.2
223,14,Bills,Cookie Monster Golf Cart,1,461.p.100002,461.l.721870.t.1
224,14,Ja'Tavion Sanders,Pigs on the 7th Rank,1,461.p.40995,461.l.721870.t.15
225,15,Mike Gesicki,Sweeney.,1,461.p.31012,461.l.721870.t.11
226,15,Jake Elliott,Stewed C,1,461.p.30266,461.l.721870.t.7
227,15,DJ Giddens,Senior AI Coke Twins,1,461.p.41937,461.l.721870.t.9
228,15,Tahj Brooks,The Jackson Brownes,1,461.p.41983,461.l.721870.t.3
229,15,Tory Horton,Ginny Sack,1,461.p.41952,461.l.721870.t.12
230,15,Chris Boswell,Team OBAMA SOPRANOS,1,461.p.28188,461.l.721870.t.4
231,15,Miles Sanders,Sweeney Deez and Zaukas,1,461.p.31885,461.l.721870.t.5
232,15,Isaiah Likely,Team Daniel,1,461.p.34095,461.l.721870.t.16
233,15,Keaton Mitchell,Gorlock the destroyer Schwartz,1,461.p.40641,461.l.721870.t.2
234,15,Wil Lutz,Cookie Monster Golf Cart,1,461.p.29754,461.l.721870.t.1
235,15,Derek Carr,Pigs on the 7th Rank,1,461.p.27564,461.l.721870.t.15
236,15,Jets,Sweeney.,1,461.p.100020,461.l.721870.t.11
237,15,Packers,Stewed C,1,461.p.100009,461.l.721870.t.7
238,15,Mason Rudolph,Senior AI Coke Twins,1,461.p.31046,461.l.721870.t.9
239,15,Adonai Mitchell,The Jackson Brownes,1,461.p.40915,461.l.721870.t.3
240,15,Jameis Winston,Sweeney Deez and Zaukas,1,461.p.28389,461.l.721870.t.5
241,16,Alec Pierce,Team Daniel,1,461.p.34008,461.l.721870.t.16
242,16,Pat Bryant,Gorlock the destroyer Schwartz,1,461.p.41860,461.l.721870.t.2
243,16,Seahawks,Pigs on the 7th Rank,1,461.p.100026,461.l.721870.t.15
244,16,Evan McPherson,Sweeney.,1,461.p.33537,461.l.721870.t.11
245,16,Kenneth Gainwell,Stewed C,1,461.p.33538,461.l.721870.t.7
246,16,Rams,Senior AI Coke Twins,1,461.p.100014,461.l.721870.t.9
247,16,Elijah Mitchell,The Jackson Brownes,1,461.p.33582,461.l.721870.t.3
248,16,Chase McLaughlin,Team Daniel,1,461.p.32417,461.l.721870.t.16
249,16,Harold Fannin Jr.,Gorlock the destroyer Schwartz,1,461.p.41877,461.l.721870.t.2
250,16,Jason Sanders,Pigs on the 7th Rank,1,461.p.31199,461.l.721870.t.15
251,16,Dont'e Thornton Jr.,Stewed C,1,461.p.41892,461.l.721870.t.7
252,16,Tyler Bass,Senior AI Coke Twins,1,461.p.32858,461.l.721870.t.9
253,16,Devaughn Vele,The Jackson Brownes,1,461.p.41097,461.l.721870.t.3
254,16,Deshaun Watson,Gorlock the destroyer Schwartz,1,461.p.30125,461.l.721870.t.2
255,16,Drew Lock,Stewed C,1,461.p.31874,461.l.721870.t.7
256,16,Sean Tucker,Gorlock the destroyer Schwartz,1,461.p.40742,461.l.721870.t.2
