pick,round,player_name,team_name,cost,player_key,team_key
86,6,Fernando Mendoza,Work Ass,20,470.p.42623,470.l.165433.t.13
87,6,Terry McLaurin,Stewed C,11,470.p.31908,470.l.165433.t.6
88,6,Aaron Rodgers,Hello Darkness My Old Friend,19,470.p.7200,470.l.165433.t.15
89,6,Bryce Young,The Art of the Deal,18,470.p.40029,470.l.165433.t.7
90,6,Kirk Cousins,Free Paid,7,470.p.25812,470.l.165433.t.5
91,6,D'Andre Swift,Boone,12,470.p.32705,470.l.165433.t.1
92,6,DK Metcalf,Pigs on the 7th Rank,6,470.p.31896,470.l.165433.t.14
93,6,Luther Burden III,Ginny Sack,8,470.p.41824,470.l.165433.t.11
94,6,Jadarian Price,Ginny Sack,14,470.p.42654,470.l.165433.t.11
95,6,Tyler Warren,Ginny Sack,11,470.p.41799,470.l.165433.t.11
96,6,Jameson Williams,Free Paid,9,470.p.33967,470.l.165433.t.5
97,7,David Montgomery,Pigs on the 7th Rank,14,470.p.31905,470.l.165433.t.14
98,7,Rhamondre Stevenson,Charles Dickens,8,470.p.33508,470.l.165433.t.4
99,7,Texans,Tuanigamanuolepola Donny,4,470.p.100034,470.l.165433.t.16
100,7,Quinshon Judkins,Tuanigamanuolepola Donny,18,470.p.41821,470.l.165433.t.16
101,7,Christian Watson,Boone,7,470.p.33989,470.l.165433.t.1
102,7,Rico Dowdle,Free Paid,6,470.p.33100,470.l.165433.t.5
103,7,Parker Washington,Boone,8,470.p.40234,470.l.165433.t.1
104,7,Michael Wilson,Shough and F#ck,2,470.p.40121,470.l.165433.t.2
105,7,TreVeyon Henderson,Free Paid,10,470.p.41823,470.l.165433.t.5
106,7,Tony Pollard,Boone,6,470.p.31960,470.l.165433.t.1
107,7,Kenny Gainwell,Free Paid,6,470.p.33538,470.l.165433.t.5
108,7,Marvin Harrison Jr.,Boone,6,470.p.40893,470.l.165433.t.1
109,7,Tucker Kraft,Boone,4,470.p.40102,470.l.165433.t.1
110,7,Alvin Kamara,Boone,4,470.p.30180,470.l.165433.t.1
111,7,Rome Odunze,🍾💼🥰,8,470.p.40901,470.l.165433.t.9
112,7,Davante Adams,Nick Wright Barely Legal,9,470.p.27581,470.l.165433.t.3
113,8,Sam LaPorta,Free Paid,5,470.p.40064,470.l.165433.t.5
114,8,Brian Thomas Jr.,Pigs on the 7th Rank,5,470.p.40883,470.l.165433.t.14
115,8,Travis Kelce,🍾💼🥰,3,470.p.26686,470.l.165433.t.9
116,8,Carnell Tate,Boone,6,470.p.42626,470.l.165433.t.1
117,8,Jonathon Brooks,Ginny Sack,6,470.p.40926,470.l.165433.t.11
118,8,De'Zhaun Stribling,Shough and F#ck,4,470.p.42655,470.l.165433.t.2
119,8,Harold Fannin Jr.,Shough and F#ck,4,470.p.41877,470.l.165433.t.2
120,8,Michael Pittman Jr.,The Art of the Deal,4,470.p.32704,470.l.165433.t.7
121,8,Kyle Pitts Sr.,The Art of the Deal,4,470.p.33392,470.l.165433.t.7
122,8,J.K. Dobbins,🍾💼🥰,6,470.p.32725,470.l.165433.t.9
123,8,Kyle Monangai,Nick Wright Barely Legal,6,470.p.42025,470.l.165433.t.3
124,8,Matthew Golden,Charles Dickens,3,470.p.41808,470.l.165433.t.4
125,8,Brandon Aubrey,Work Ass,2,470.p.40819,470.l.165433.t.13
126,8,Marcus Mariota,Stewed C,2,470.p.28390,470.l.165433.t.6
127,8,Josh Downs,🍾💼🥰,4,470.p.40126,470.l.165433.t.9
128,8,Jacory Croskey-Merritt,Shough and F#ck,5,470.p.42010,470.l.165433.t.2
129,9,Stefon Diggs,🍾💼🥰,9,470.p.28534,470.l.165433.t.9
130,9,Andy Dalton,Boone,1,470.p.24822,470.l.165433.t.1
131,9,George Kittle,Stewed C,3,470.p.30259,470.l.165433.t.6
132,9,Quentin Johnston,The Art of the Deal,5,470.p.40051,470.l.165433.t.7
133,9,Xavier Worthy,🍾💼🥰,4,470.p.40877,470.l.165433.t.9
134,9,Chuba Hubbard,Nick Wright Barely Legal,3,470.p.33514,470.l.165433.t.3
135,9,Makai Lemon,Ginny Sack,3,470.p.42642,470.l.165433.t.11
136,9,Jalen Coker,Shough and F#ck,2,470.p.41293,470.l.165433.t.2
137,9,Jayden Reed,Shough and F#ck,2,470.p.40063,470.l.165433.t.2
138,9,Chris Rodriguez Jr.,Shough and F#ck,3,470.p.40231,470.l.165433.t.2
139,9,Mark Andrews,Pigs on the 7th Rank,2,470.p.31056,470.l.165433.t.14
140,9,Alec Pierce,Nick Wright Barely Legal,3,470.p.34008,470.l.165433.t.3
141,9,Blake Corum,Tuanigamanuolepola Donny,8,470.p.40962,470.l.165433.t.16
142,9,Tyler Huntley,Tuanigamanuolepola Donny,1,470.p.32993,470.l.165433.t.16
143,9,Jordan Addison,Ginny Sack,4,470.p.40042,470.l.165433.t.11
144,9,RJ Harvey,Nick Wright Barely Legal,4,470.p.41845,470.l.165433.t.3
145,10,Jordan Mason,🍾💼🥰,3,470.p.34320,470.l.165433.t.9
146,10,Jake Browning,Boone,1,470.p.32138,470.l.165433.t.1
147,10,Dalton Kincaid,Charles Dickens,2,470.p.40048,470.l.165433.t.4
148,10,Jayden Higgins,Charles Dickens,3,470.p.41819,470.l.165433.t.4
149,10,Aaron Jones Sr.,Nick Wright Barely Legal,2,470.p.30295,470.l.165433.t.3
150,10,Isaiah Likely,🍾💼🥰,3,470.p.34095,470.l.165433.t.9
151,10,Courtland Sutton,Ginny Sack,2,470.p.31010,470.l.165433.t.11
152,10,Tyrone Tracy Jr.,Charles Dickens,3,470.p.41048,470.l.165433.t.4
153,10,Wan'Dale Robinson,Phenom,2,470.p.33998,470.l.165433.t.12
154,10,Rachaad White,Hello Darkness My Old Friend,2,470.p.34047,470.l.165433.t.15
155,10,Brian Robinson,Stewed C,1,470.p.34054,470.l.165433.t.6
156,10,Jakobi Meyers,Nick Wright Barely Legal,2,470.p.32231,470.l.165433.t.3
157,10,Zach Charbonnet,Ginny Sack,1,470.p.40075,470.l.165433.t.11
158,10,Jameis Winston,Tuanigamanuolepola Donny,6,470.p.28389,470.l.165433.t.16
159,10,Dallas Goedert,Stewed C,2,470.p.31019,470.l.165433.t.6
160,10,Isiah Pacheco,The Art of the Deal,5,470.p.34207,470.l.165433.t.7
161,11,Romeo Doubs,Charles Dickens,2,470.p.34088,470.l.165433.t.4
162,11,Tyler Allgeier,Boone,1,470.p.34107,470.l.165433.t.1
163,11,Jake Ferguson,Ginny Sack,2,470.p.34085,470.l.165433.t.11
164,11,James Conner,Work Ass,1,470.p.30218,470.l.165433.t.13
165,11,Mac Jones,🍾💼🥰,1,470.p.33403,470.l.165433.t.9
166,11,KC Concepcion Jr.,Shough and F#ck,2,470.p.42646,470.l.165433.t.2
167,11,Rashid Shaheed,Free Paid,1,470.p.34659,470.l.165433.t.5
168,11,Deebo Samuel Sr.,Hello Darkness My Old Friend,1,470.p.31868,470.l.165433.t.15
169,11,Hunter Henry,Healthy as a Fucking Rhino,1,470.p.29269,470.l.165433.t.10
170,11,Khalil Shakir,Shough and F#ck,1,470.p.34104,470.l.165433.t.2
171,11,Tank Bigsby,Charles Dickens,2,470.p.40095,470.l.165433.t.4
172,11,Brenton Strange,Phenom,1,470.p.40078,470.l.165433.t.12
173,11,Seahawks,Ginny Sack,1,470.p.100026,470.l.165433.t.11
174,11,Ka'imi Fairbairn,Boone,2,470.p.29792,470.l.165433.t.1
175,11,Woody Marks,Pelosis Powder,1,470.p.41902,470.l.165433.t.8
176,11,Hollywood Brown,The Art of the Deal,1,470.p.31857,470.l.165433.t.7
177,12,Denzel Boston,Pigs on the 7th Rank,1,470.p.42661,470.l.165433.t.14
178,12,Chig Okonkwo,Nick Wright Barely Legal,1,470.p.34099,470.l.165433.t.3
179,12,Joe Flacco,Work Ass,1,470.p.8795,470.l.165433.t.13
180,12,Broncos,🍾💼🥰,1,470.p.100007,470.l.165433.t.9
181,12,Jaydon Blue,Charles Dickens,1,470.p.41935,470.l.165433.t.4
182,12,J.J. McCarthy,Free Paid,1,470.p.40905,470.l.165433.t.5
183,12,Jalen Nailor,Hello Darkness My Old Friend,1,470.p.34147,470.l.165433.t.15
184,12,Braelon Allen,Healthy as a Fucking Rhino,1,470.p.40981,470.l.165433.t.10
185,12,Jalen McMillan,Shough and F#ck,1,470.p.40954,470.l.165433.t.2
186,12,Tyjae Spears,Stewed C,1,470.p.40119,470.l.165433.t.6
187,12,Jonah Coleman,Phenom,1,470.p.42730,470.l.165433.t.12
188,12,Cameron Dicker,Tuanigamanuolepola Donny,2,470.p.34344,470.l.165433.t.16
189,12,Travis Hunter,Pelosis Powder,1,470.p.99001,470.l.165433.t.8
190,12,Jaylen Wright,The Art of the Deal,1,470.p.41010,470.l.165433.t.7
191,12,Juwan Johnson,Pigs on the 7th Rank,1,470.p.33113,470.l.165433.t.14
192,12,Oronde Gadsden,Nick Wright Barely Legal,1,470.p.41951,470.l.165433.t.3
193,13,Adonai Mitchell,Work Ass,1,470.p.40915,470.l.165433.t.13
194,13,Jason Myers,🍾💼🥰,1,470.p.28378,470.l.165433.t.9
195,13,Pat Bryant,Charles Dickens,1,470.p.41860,470.l.165433.t.4
196,13,Eagles,Free Paid,1,470.p.100021,470.l.165433.t.5
197,13,Emari Demercado,Hello Darkness My Old Friend,1,470.p.40430,470.l.165433.t.15
198,13,Troy Franklin,Healthy as a Fucking Rhino,1,470.p.41009,470.l.165433.t.10
199,13,Vikings,Shough and F#ck,1,470.p.100016,470.l.165433.t.2
200,13,MarShawn Lloyd,Stewed C,1,470.p.40971,470.l.165433.t.6
201,13,Dylan Sampson,Phenom,1,470.p.41907,470.l.165433.t.12
202,13,Kenyon Sadiq,Pelosis Powder,1,470.p.42638,470.l.165433.t.8
203,13,Caleb Douglas,The Art of the Deal,1,470.p.42697,470.l.165433.t.7
204,13,Ryan Flournoy,Pigs on the 7th Rank,1,470.p.41087,470.l.165433.t.14
205,13,Justin Fields,Nick Wright Barely Legal,1,470.p.33399,470.l.165433.t.3
206,13,Greg Dulcich,Work Ass,1,470.p.34036,470.l.165433.t.13
207,13,Cyrus Allen,Charles Dickens,1,470.p.42773,470.l.165433.t.4
208,13,Ray Davis,Free Paid,1,470.p.40980,470.l.165433.t.5
209,14,Jauan Jennings,Hello Darkness My Old Friend,1,470.p.32887,470.l.165433.t.15
210,14,Mike Washington Jr.,Healthy as a Fucking Rhino,1,470.p.42744,470.l.165433.t.10
211,14,Cam Little,Shough and F#ck,1,470.p.41062,470.l.165433.t.2
212,14,Dontayvion Wicks,Stewed C,1,470.p.40201,470.l.165433.t.6
213,14,Tre Tucker,Phenom,1,470.p.40114,470.l.165433.t.12
214,14,Emmett Johnson,Pelosis Powder,1,470.p.42796,470.l.165433.t.8
215,14,Jerry Jeudy,The Art of the Deal,1,470.p.32685,470.l.165433.t.7
216,14,Nicholas Singleton,Pigs on the 7th Rank,1,470.p.42763,470.l.165433.t.14
217,14,Patriots,Nick Wright Barely Legal,1,470.p.100017,470.l.165433.t.3
218,14,Tre' Harris,Work Ass,1,470.p.41840,470.l.165433.t.13
219,14,Ja'Kobi Lane,Charles Dickens,1,470.p.42702,470.l.165433.t.4
220,14,Tyler Loop,Free Paid,1,470.p.41988,470.l.165433.t.5
221,14,Lions,Hello Darkness My Old Friend,1,470.p.100008,470.l.165433.t.15
222,14,Kimani Vidal,Healthy as a Fucking Rhino,1,470.p.41052,470.l.165433.t.10
223,14,Cairo Santos,Stewed C,1,470.p.28227,470.l.165433.t.6
224,14,Omar Cooper Jr.,Phenom,1,470.p.42652,470.l.165433.t.12
225,15,AJ Barner,Pelosis Powder,1,470.p.41001,470.l.165433.t.8
226,15,Tank Dell,The Art of the Deal,1,470.p.40097,470.l.165433.t.7
227,15,Jaguars,Pigs on the 7th Rank,1,470.p.100030,470.l.165433.t.14
228,15,Eddy Pineiro,Nick Wright Barely Legal,1,470.p.31482,470.l.165433.t.3
229,15,Terrance Ferguson,Work Ass,1,470.p.41831,470.l.165433.t.13
230,15,Emanuel Wilson,Charles Dickens,1,470.p.40707,470.l.165433.t.4
231,15,Will Howard,Hello Darkness My Old Friend,1,470.p.41989,470.l.165433.t.15
232,15,Ollie Gordon II,Healthy as a Fucking Rhino,1,470.p.41969,470.l.165433.t.10
233,15,George Holani,Stewed C,1,470.p.41344,470.l.165433.t.6
234,15,T.J. Hockenson,Phenom,1,470.p.31840,470.l.165433.t.12
235,15,Malik Washington,Pelosis Powder,1,470.p.41058,470.l.165433.t.8
236,15,Steelers,The Art of the Deal,1,470.p.100023,470.l.165433.t.7
237,15,Will Reichard,Pigs on the 7th Rank,1,470.p.41093,470.l.165433.t.14
238,15,Isaac TeSlaa,Work Ass,1,470.p.41865,470.l.165433.t.13
239,15,Isaiah Davis,Hello Darkness My Old Friend,1,470.p.41031,470.l.165433.t.15
240,15,Jaylin Noel,Healthy as a Fucking Rhino,1,470.p.41885,470.l.165433.t.10
241,16,Ravens,Stewed C,1,470.p.100033,470.l.165433.t.6
242,16,Demond Claiborne,Phenom,1,470.p.42820,470.l.165433.t.12
243,16,Kaytron Allen,Pelosis Powder,1,470.p.42809,470.l.165433.t.8
244,16,Kayshon Boutte,Work Ass,1,470.p.40224,470.l.165433.t.13
245,16,Evan McPherson,Hello Darkness My Old Friend,1,470.p.33537,470.l.165433.t.15
246,16,Dalton Schultz,Healthy as a Fucking Rhino,1,470.p.31107,470.l.165433.t.10
247,16,Carson Wentz,Phenom,1,470.p.29236,470.l.165433.t.12
248,16,Zachariah Branch,Pelosis Powder,1,470.p.42701,470.l.165433.t.8
249,16,Kaelon Black,Work Ass,1,470.p.42712,470.l.165433.t.13
250,16,Wil Lutz,Healthy as a Fucking Rhino,1,470.p.29754,470.l.165433.t.10
251,16,Chargers,Phenom,1,470.p.100024,470.l.165433.t.12
252,16,Spencer Rattler,Pelosis Powder,1,470.p.41043,470.l.165433.t.8
253,16,Packers,Work Ass,1,470.p.100009,470.l.165433.t.13
254,16,Jake Bates,Phenom,1,470.p.40835,470.l.165433.t.12
255,16,Cowboys,Pelosis Powder,1,470.p.100006,470.l.165433.t.8
256,16,Harrison Mevis,Pelosis Powder,1,470.p.41312,470.l.165433.t.8
